start the A market get data program at 21:24:49
http://quotes.money.163.com/hs/service/diyrank.php?host=http%3A%2F%2Fquotes.money.163.com%2Fhs%2Fservice%2Fdiyrank.php&page=0&query=STYPE%3AEQA&fields=NO%2CNAME%2CSYMBOL%2CVOLUME&sort=SYMBOL&order=asc&count=5000&type=query      SYMBOL    NAME  DATE     VOLUME
3739	1673	44.74%	211.1s300638广和通 get http://quotes.money.163.com/service/chddata.html?code=1300638&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 300644南京聚隆 done at 21:28:20 use 211.1s 2019-11-27
300637扬帆新材 get http://quotes.money.163.com/service/chddata.html?code=1300637&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300636同和药业 get http://quotes.money.163.com/service/chddata.html?code=1300636&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300635中达安 get http://quotes.money.163.com/service/chddata.html?code=1300635&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1674	44.77%	211.2sfinish 300647超频三 done at 21:28:20 use 211.2s 2019-11-27
3739	1675	44.79%	211.2sfinish 300645正元智慧 done at 21:28:20 use 211.2s 2019-11-27
3739	1676	44.82%	211.2sfinish 300648星云股份 done at 21:28:20 use 211.2s 2019-11-27
300634彩讯股份 get http://quotes.money.163.com/service/chddata.html?code=1300634&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1677	44.85%	211.3s300633开立医疗 get http://quotes.money.163.com/service/chddata.html?code=1300633&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 300643万通智控 done at 21:28:20 use 211.3s 2019-11-27
3739	1678	44.87%	211.3sfinish 300642透景生命 done at 21:28:20 use 211.3s 2019-11-27
3739	1679	44.90%	211.3s300632光莆股份 get http://quotes.money.163.com/service/chddata.html?code=1300632&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 300641正丹股份 done at 21:28:20 use 211.3s 2019-11-27
300631久吾高科 get http://quotes.money.163.com/service/chddata.html?code=1300631&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1680	44.93%	211.4sfinish 300640德艺文创 done at 21:28:20 use 211.4s 2019-11-27
3739	1681	44.95%	211.4sfinish 300639凯普生物 done at 21:28:20 use 211.4s 2019-11-27
300630普利制药 get http://quotes.money.163.com/service/chddata.html?code=1300630&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1682	44.98%	211.5sfinish 300638广和通 done at 21:28:20 use 211.5s 2019-11-27
300629新劲刚 get http://quotes.money.163.com/service/chddata.html?code=1300629&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1683	45.01%	211.5s300627华测导航 get http://quotes.money.163.com/service/chddata.html?code=1300627&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 300636同和药业 done at 21:28:20 use 211.5s 2019-11-27
300628亿联网络 get http://quotes.money.163.com/service/chddata.html?code=1300628&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300625三雄极光 get http://quotes.money.163.com/service/chddata.html?code=1300625&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300626华瑞股份 get http://quotes.money.163.com/service/chddata.html?code=1300626&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300624万兴科技 get http://quotes.money.163.com/service/chddata.html?code=1300624&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1684	45.03%	211.6sfinish 300637扬帆新材 done at 21:28:21 use 211.6s 2019-11-27
3739	1685	45.06%	211.6sfinish 300634彩讯股份 done at 21:28:21 use 211.6s 2019-11-27
3739	1686	45.09%	211.6s300623捷捷微电 get http://quotes.money.163.com/service/chddata.html?code=1300623&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 300635中达安 done at 21:28:21 use 211.6s 2019-11-27
300622博士眼镜 get http://quotes.money.163.com/service/chddata.html?code=1300622&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1687	45.11%	211.7sfinish 300633开立医疗 done at 21:28:21 use 211.7s 2019-11-27
3739	1688	45.14%	211.7sfinish 300631久吾高科 done at 21:28:21 use 211.7s 2019-11-27
3739	1689	45.17%	211.7sfinish 300632光莆股份 done at 21:28:21 use 211.7s 2019-11-27
3739	1690	45.19%	211.7sfinish 300630普利制药 done at 21:28:21 use 211.7s 2019-11-27
300621维业股份 get http://quotes.money.163.com/service/chddata.html?code=1300621&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300620光库科技 get http://quotes.money.163.com/service/chddata.html?code=1300620&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1691	45.22%	211.7sfinish 300629新劲刚 done at 21:28:21 use 211.7s 2019-11-27
3739	1692	45.25%	211.8s300619金银河 get http://quotes.money.163.com/service/chddata.html?code=1300619&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 300627华测导航 done at 21:28:21 use 211.8s 2019-11-27
300617安靠智电 get http://quotes.money.163.com/service/chddata.html?code=1300617&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300618寒锐钴业 get http://quotes.money.163.com/service/chddata.html?code=1300618&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1693	45.27%	211.9sfinish 300628亿联网络 done at 21:28:21 use 211.9s 2019-11-27
3739	1694	45.30%	211.9sfinish 300624万兴科技 done at 21:28:21 use 211.9s 2019-11-27
3739	1695	45.33%	211.9s300616尚品宅配 get http://quotes.money.163.com/service/chddata.html?code=1300616&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 300626华瑞股份 done at 21:28:21 use 211.9s 2019-11-27
300615欣天科技 get http://quotes.money.163.com/service/chddata.html?code=1300615&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300613富瀚微 get http://quotes.money.163.com/service/chddata.html?code=1300613&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1696	45.35%	212.0sfinish 300625三雄极光 done at 21:28:21 use 212.0s 2019-11-27
3739	1697	45.38%	212.0sfinish 300623捷捷微电 done at 21:28:21 use 212.0s 2019-11-27
3739	1698	45.41%	212.0sfinish 300622博士眼镜 done at 21:28:21 use 212.0s 2019-11-27
300612宣亚国际 get http://quotes.money.163.com/service/chddata.html?code=1300612&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1699	45.43%	212.1s300611美力科技 get http://quotes.money.163.com/service/chddata.html?code=1300611&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 300620光库科技 done at 21:28:21 use 212.1s 2019-11-27
300610晨化股份 get http://quotes.money.163.com/service/chddata.html?code=1300610&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1700	45.46%	212.1sfinish 300621维业股份 done at 21:28:21 use 212.1s 2019-11-27
3739	1701	45.49%	212.2s300609汇纳科技 get http://quotes.money.163.com/service/chddata.html?code=1300609&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 300619金银河 done at 21:28:21 use 212.2s 2019-11-27
3739	1702	45.52%	212.2sfinish 300617安靠智电 done at 21:28:21 use 212.2s 2019-11-27
300608思特奇 get http://quotes.money.163.com/service/chddata.html?code=1300608&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300607拓斯达 get http://quotes.money.163.com/service/chddata.html?code=1300607&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1703	45.54%	212.3sfinish 300618寒锐钴业 done at 21:28:21 use 212.3s 2019-11-27
3739	1704	45.57%	212.3sfinish 300616尚品宅配 done at 21:28:21 use 212.3s 2019-11-27
300606金太阳 get http://quotes.money.163.com/service/chddata.html?code=1300606&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300604长川科技 get http://quotes.money.163.com/service/chddata.html?code=1300604&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300605恒锋信息 get http://quotes.money.163.com/service/chddata.html?code=1300605&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1705	45.60%	212.4sfinish 300615欣天科技 done at 21:28:21 use 212.4s 2019-11-27
300603立昂技术 get http://quotes.money.163.com/service/chddata.html?code=1300603&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1706	45.62%	212.4sfinish 300613富瀚微 done at 21:28:21 use 212.4s 2019-11-27
3739	1707	45.65%	212.4sfinish 300612宣亚国际 done at 21:28:21 use 212.4s 2019-11-27
300602飞荣达 get http://quotes.money.163.com/service/chddata.html?code=1300602&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1708	45.68%	212.4sfinish 300611美力科技 done at 21:28:21 use 212.4s 2019-11-27
3739	1709	45.70%	212.5sfinish 300610晨化股份 done at 21:28:21 use 212.5s 2019-11-27
300601康泰生物 get http://quotes.money.163.com/service/chddata.html?code=1300601&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1710	45.73%	212.6s300600瑞特股份 get http://quotes.money.163.com/service/chddata.html?code=1300600&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 300609汇纳科技 done at 21:28:22 use 212.6s 2019-11-27
3739	1711	45.76%	212.7sfinish 300603立昂技术 done at 21:28:22 use 212.7s 2019-11-27
300599雄塑科技 get http://quotes.money.163.com/service/chddata.html?code=1300599&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300598诚迈科技 get http://quotes.money.163.com/service/chddata.html?code=1300598&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1712	45.78%	212.8sfinish 300608思特奇 done at 21:28:22 use 212.8s 2019-11-27
3739	1713	45.81%	212.9sfinish 300604长川科技 done at 21:28:22 use 212.9s 2019-11-27
300597吉大通信 get http://quotes.money.163.com/service/chddata.html?code=1300597&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300596利安隆 get http://quotes.money.163.com/service/chddata.html?code=1300596&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300594朗进科技 get http://quotes.money.163.com/service/chddata.html?code=1300594&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300595欧普康视 get http://quotes.money.163.com/service/chddata.html?code=1300595&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300593新雷能 get http://quotes.money.163.com/service/chddata.html?code=1300593&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300592华凯创意 get http://quotes.money.163.com/service/chddata.html?code=1300592&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1714	45.84%	213.1sfinish 300602飞荣达 done at 21:28:22 use 213.1s 2019-11-27
3739	1715	45.86%	213.1sfinish 300605恒锋信息 done at 21:28:22 use 213.1s 2019-11-27
3739	1716	45.89%	213.1sfinish 300607拓斯达 done at 21:28:22 use 213.1s 2019-11-27
3739	1717	45.92%	213.1sfinish 300601康泰生物 done at 21:28:22 use 213.1s 2019-11-27
3739	1718	45.94%	213.1sfinish 300606金太阳 done at 21:28:22 use 213.1s 2019-11-27
3739	1719	45.97%	213.3s300591万里马 get http://quotes.money.163.com/service/chddata.html?code=1300591&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 300599雄塑科技 done at 21:28:22 use 213.3s 2019-11-27
300590移为通信 get http://quotes.money.163.com/service/chddata.html?code=1300590&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1720	46.00%	213.3sfinish 300594朗进科技 done at 21:28:22 use 213.3s 2019-11-27
3739	1721	46.02%	213.4sfinish 300598诚迈科技 done at 21:28:22 use 213.4s 2019-11-27
300589江龙船艇 get http://quotes.money.163.com/service/chddata.html?code=1300589&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1722	46.05%	213.8sfinish 600315上海家化 done at 21:28:23 use 213.8s 2019-11-27
300588熙菱信息 get http://quotes.money.163.com/service/chddata.html?code=1300588&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1723	46.08%	214.0sfinish 300595欧普康视 done at 21:28:23 use 214.0s 2019-11-27
300587天铁股份 get http://quotes.money.163.com/service/chddata.html?code=1300587&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300585奥联电子 get http://quotes.money.163.com/service/chddata.html?code=1300585&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300586美联新材 get http://quotes.money.163.com/service/chddata.html?code=1300586&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300584海辰药业 get http://quotes.money.163.com/service/chddata.html?code=1300584&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300583赛托生物 get http://quotes.money.163.com/service/chddata.html?code=1300583&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1724	46.10%	214.1sfinish 300590移为通信 done at 21:28:23 use 214.1s 2019-11-27
3739	1725	46.13%	214.1sfinish 300589江龙船艇 done at 21:28:23 use 214.1s 2019-11-27
3739	1726	46.16%	214.2sfinish 300592华凯创意 done at 21:28:23 use 214.2s 2019-11-27
300582英飞特 get http://quotes.money.163.com/service/chddata.html?code=1300582&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1727	46.18%	214.2sfinish 300591万里马 done at 21:28:23 use 214.2s 2019-11-27
3739	1728	46.21%	214.2sfinish 300588熙菱信息 done at 21:28:23 use 214.2s 2019-11-27
300581晨曦航空 get http://quotes.money.163.com/service/chddata.html?code=1300581&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1729	46.24%	214.6sfinish 300587天铁股份 done at 21:28:23 use 214.6s 2019-11-27
300580贝斯特 get http://quotes.money.163.com/service/chddata.html?code=1300580&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1730	46.26%	214.6sfinish 300597吉大通信 done at 21:28:23 use 214.6s 2019-11-27
300579数字认证 get http://quotes.money.163.com/service/chddata.html?code=1300579&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1731	46.29%	214.6sfinish 300600瑞特股份 done at 21:28:24 use 214.6s 2019-11-27
3739	1732	46.32%	214.7sfinish 300584海辰药业 done at 21:28:24 use 214.7s 2019-11-27
300578会畅通讯 get http://quotes.money.163.com/service/chddata.html?code=1300578&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300577开润股份 get http://quotes.money.163.com/service/chddata.html?code=1300577&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300576容大感光 get http://quotes.money.163.com/service/chddata.html?code=1300576&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1733	46.34%	214.7sfinish 300596利安隆 done at 21:28:24 use 214.7s 2019-11-27
300575中旗股份 get http://quotes.money.163.com/service/chddata.html?code=1300575&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300573兴齐眼药 get http://quotes.money.163.com/service/chddata.html?code=1300573&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1734	46.37%	214.8sfinish 300583赛托生物 done at 21:28:24 use 214.8s 2019-11-27
3739	1735	46.40%	214.8sfinish 300585奥联电子 done at 21:28:24 use 214.8s 2019-11-27
3739	1736	46.42%	214.8sfinish 300586美联新材 done at 21:28:24 use 214.8s 2019-11-27
3739	1737	46.45%	214.9s300572安车检测 get http://quotes.money.163.com/service/chddata.html?code=1300572&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 300581晨曦航空 done at 21:28:24 use 214.9s 2019-11-27
300571平治信息 get http://quotes.money.163.com/service/chddata.html?code=1300571&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1738	46.48%	214.9sfinish 300582英飞特 done at 21:28:24 use 214.9s 2019-11-27
300570太辰光 get http://quotes.money.163.com/service/chddata.html?code=1300570&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300569天能重工 get http://quotes.money.163.com/service/chddata.html?code=1300569&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1739	46.50%	214.9sfinish 300579数字认证 done at 21:28:24 use 214.9s 2019-11-27
3739	1740	46.53%	215.0sfinish 300580贝斯特 done at 21:28:24 use 215.0s 2019-11-27
3739	1741	46.56%	215.0sfinish 300578会畅通讯 done at 21:28:24 use 215.0s 2019-11-27
300568星源材质 get http://quotes.money.163.com/service/chddata.html?code=1300568&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1742	46.58%	215.3sfinish 300573兴齐眼药 done at 21:28:24 use 215.3s 2019-11-27
300566激智科技 get http://quotes.money.163.com/service/chddata.html?code=1300566&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300567精测电子 get http://quotes.money.163.com/service/chddata.html?code=1300567&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300565科信技术 get http://quotes.money.163.com/service/chddata.html?code=1300565&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300564筑博设计 get http://quotes.money.163.com/service/chddata.html?code=1300564&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1743	46.61%	215.5sfinish 300577开润股份 done at 21:28:24 use 215.6s 2019-11-27
300563神宇股份 get http://quotes.money.163.com/service/chddata.html?code=1300563&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300562乐心医疗 get http://quotes.money.163.com/service/chddata.html?code=1300562&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300561汇金科技 get http://quotes.money.163.com/service/chddata.html?code=1300561&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300559佳发教育 get http://quotes.money.163.com/service/chddata.html?code=1300559&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
300560中富通 get http://quotes.money.163.com/service/chddata.html?code=1300560&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1744	46.64%	215.7sfinish 300575中旗股份 done at 21:28:25 use 215.7s 2019-11-27
3739	1745	46.67%	215.7sfinish 300576容大感光 done at 21:28:25 use 215.7s 2019-11-27
300558贝达药业 get http://quotes.money.163.com/service/chddata.html?code=1300558&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1746	46.69%	215.8sfinish 300570太辰光 done at 21:28:25 use 215.8s 2019-11-27
300557理工光科 get http://quotes.money.163.com/service/chddata.html?code=1300557&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	1747	46.72%	215.8sfinish 300571平治信息 done at 21:28:25 use 215.8s 2019-11-27
3739	1748	46.75%	215.8sfinish 300568星源材质 done at 21:28:25 use 215.8s 2019-11-27
3739	1749	46.77%	215.8sfinish 300572安车检测 done at 21:28:25 use 215.8s 2019-11-27
3739	1750	46.80%	215.8sfinish 300569天能重工 done at 21:28:25 use 215.8s 2019-11-27
3739	1751	46.83%	215.8sfinish 300564筑博设计 done at 21:28:25 use 215.8s 2019-11-27
300556丝路视觉 get http://quotes.money.163.com/service/chddata.html?code=1300556&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
