start the A market get data program at 21:24:49
http://quotes.money.163.com/hs/service/diyrank.php?host=http%3A%2F%2Fquotes.money.163.com%2Fhs%2Fservice%2Fdiyrank.php&page=0&query=STYPE%3AEQA&fields=NO%2CNAME%2CSYMBOL%2CVOLUME&sort=SYMBOL&order=asc&count=5000&type=query      SYMBOL    NAME  DATE     VOLUME
3739	318	8.504%	16.24sfinish 603378亚士创能 done at 21:25:05 use 16.24s 2019-11-27
3739	319	8.531%	16.26sfinish 603377东方时尚 done at 21:25:05 use 16.26s 2019-11-27
3739	320	8.558%	16.27sfinish 603367辰欣药业 done at 21:25:05 use 16.29s 2019-11-27
603357设计总院 get http://quotes.money.163.com/service/chddata.html?code=0603357&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603356华菱精工 get http://quotes.money.163.com/service/chddata.html?code=0603356&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	321	8.585%	16.45sfinish 603369今世缘 done at 21:25:05 use 16.45s 2019-11-27
603355莱克电气 get http://quotes.money.163.com/service/chddata.html?code=0603355&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603351威尔药业 get http://quotes.money.163.com/service/chddata.html?code=0603351&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	322	8.611%	16.51sfinish 603368柳药股份 done at 21:25:05 use 16.51s 2019-11-27
603348文灿股份 get http://quotes.money.163.com/service/chddata.html?code=0603348&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603345安井食品 get http://quotes.money.163.com/service/chddata.html?code=0603345&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603339四方科技 get http://quotes.money.163.com/service/chddata.html?code=0603339&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	323	8.638%	16.62sfinish 603366日出东方 done at 21:25:05 use 16.62s 2019-11-27
603338浙江鼎力 get http://quotes.money.163.com/service/chddata.html?code=0603338&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	324	8.665%	16.62sfinish 603365水星家纺 done at 21:25:06 use 16.62s 2019-11-27
3739	325	8.692%	16.63sfinish 603363傲农生物 done at 21:25:06 use 16.63s 2019-11-27
3739	326	8.718%	16.63sfinish 603359东珠生态 done at 21:25:06 use 16.63s 2019-11-27
3739	327	8.745%	16.67sfinish 603360百傲化学 done at 21:25:06 use 16.67s 2019-11-27
603336宏辉果蔬 get http://quotes.money.163.com/service/chddata.html?code=0603336&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603337杰克股份 get http://quotes.money.163.com/service/chddata.html?code=0603337&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	328	8.772%	16.70sfinish 603357设计总院 done at 21:25:06 use 16.70s 2019-11-27
3739	329	8.799%	16.71sfinish 603358华达科技 done at 21:25:06 use 16.71s 2019-11-27
3739	330	8.825%	16.74s603335迪生力 get http://quotes.money.163.com/service/chddata.html?code=0603335&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 603351威尔药业 done at 21:25:06 use 16.74s 2019-11-27
603333尚纬股份 get http://quotes.money.163.com/service/chddata.html?code=0603333&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	331	8.852%	16.77sfinish 603356华菱精工 done at 21:25:06 use 16.77s 2019-11-27
3739	332	8.879%	16.88s603332苏州龙杰 get http://quotes.money.163.com/service/chddata.html?code=0603332&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 603348文灿股份 done at 21:25:06 use 16.88s 2019-11-27
603331百达精工 get http://quotes.money.163.com/service/chddata.html?code=0603331&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	333	8.906%	16.93sfinish 603355莱克电气 done at 21:25:06 use 16.93s 2019-11-27
603330上海天洋 get http://quotes.money.163.com/service/chddata.html?code=0603330&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	334	8.932%	16.95sfinish 603345安井食品 done at 21:25:06 use 16.95s 2019-11-27
3739	335	8.959%	17.12s603329上海雅仕 get http://quotes.money.163.com/service/chddata.html?code=0603329&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 603339四方科技 done at 21:25:06 use 17.13s 2019-11-27
603328依顿电子 get http://quotes.money.163.com/service/chddata.html?code=0603328&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603327福蓉科技 get http://quotes.money.163.com/service/chddata.html?code=0603327&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603326我乐家居 get http://quotes.money.163.com/service/chddata.html?code=0603326&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603323苏农银行 get http://quotes.money.163.com/service/chddata.html?code=0603323&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603322超讯通信 get http://quotes.money.163.com/service/chddata.html?code=0603322&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	336	8.986%	17.22sfinish 603338浙江鼎力 done at 21:25:06 use 17.22s 2019-11-27
3739	337	9.013%	17.23sfinish 603337杰克股份 done at 21:25:06 use 17.23s 2019-11-27
3739	338	9.039%	17.24sfinish 603332苏州龙杰 done at 21:25:06 use 17.24s 2019-11-27
3739	339	9.066%	17.26sfinish 603336宏辉果蔬 done at 21:25:06 use 17.27s 2019-11-27
603321梅轮电梯 get http://quotes.money.163.com/service/chddata.html?code=0603321&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603320迪贝电气 get http://quotes.money.163.com/service/chddata.html?code=0603320&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603319湘油泵 get http://quotes.money.163.com/service/chddata.html?code=0603319&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	340	9.093%	17.33sfinish 603335迪生力 done at 21:25:06 use 17.33s 2019-11-27
3739	341	9.120%	17.34sfinish 603331百达精工 done at 21:25:06 use 17.34s 2019-11-27
3739	342	9.146%	17.35sfinish 603330上海天洋 done at 21:25:06 use 17.35s 2019-11-27
3739	343	9.173%	17.37sfinish 603333尚纬股份 done at 21:25:06 use 17.37s 2019-11-27
3739	344	9.200%	17.47sfinish 603327福蓉科技 done at 21:25:06 use 17.47s 2019-11-27
603318派思股份 get http://quotes.money.163.com/service/chddata.html?code=0603318&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	345	9.227%	17.51sfinish 603329上海雅仕 done at 21:25:06 use 17.51s 2019-11-27
603317天味食品 get http://quotes.money.163.com/service/chddata.html?code=0603317&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	346	9.253%	17.56s603316诚邦股份 get http://quotes.money.163.com/service/chddata.html?code=0603316&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 603326我乐家居 done at 21:25:06 use 17.56s 2019-11-27
603315福鞍股份 get http://quotes.money.163.com/service/chddata.html?code=0603315&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	347	9.280%	17.59sfinish 603323苏农银行 done at 21:25:06 use 17.59s 2019-11-27
3739	348	9.307%	17.69sfinish 603322超讯通信 done at 21:25:07 use 17.69s 2019-11-27
603313梦百合 get http://quotes.money.163.com/service/chddata.html?code=0603313&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	349	9.334%	17.75sfinish 603328依顿电子 done at 21:25:07 use 17.75s 2019-11-27
603311金海环境 get http://quotes.money.163.com/service/chddata.html?code=0603311&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603309维力医疗 get http://quotes.money.163.com/service/chddata.html?code=0603309&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	350	9.360%	17.84s603308应流股份 get http://quotes.money.163.com/service/chddata.html?code=0603308&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 603321梅轮电梯 done at 21:25:07 use 17.84s 2019-11-27
603306华懋科技 get http://quotes.money.163.com/service/chddata.html?code=0603306&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603305旭升股份 get http://quotes.money.163.com/service/chddata.html?code=0603305&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	351	9.387%	17.91sfinish 603320迪贝电气 done at 21:25:07 use 17.91s 2019-11-27
603303得邦照明 get http://quotes.money.163.com/service/chddata.html?code=0603303&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603301振德医疗 get http://quotes.money.163.com/service/chddata.html?code=0603301&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	352	9.414%	17.98sfinish 603319湘油泵 done at 21:25:07 use 17.98s 2019-11-27
3739	353	9.441%	17.99sfinish 603317天味食品 done at 21:25:07 use 17.99s 2019-11-27
3739	354	9.467%	18.00sfinish 603318派思股份 done at 21:25:07 use 18.00s 2019-11-27
3739	355	9.494%	18.01sfinish 603316诚邦股份 done at 21:25:07 use 18.01s 2019-11-27
3739	356	9.521%	18.06sfinish 603315福鞍股份 done at 21:25:07 use 18.06s 2019-11-27
603300华铁应急 get http://quotes.money.163.com/service/chddata.html?code=0603300&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603299苏盐井神 get http://quotes.money.163.com/service/chddata.html?code=0603299&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	357	9.548%	18.09sfinish 603313梦百合 done at 21:25:07 use 18.09s 2019-11-27
3739	358	9.574%	18.19sfinish 603311金海环境 done at 21:25:07 use 18.19s 2019-11-27
603298杭叉集团 get http://quotes.money.163.com/service/chddata.html?code=0603298&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	359	9.601%	18.23sfinish 603305旭升股份 done at 21:25:07 use 18.23s 2019-11-27
603297永新光学 get http://quotes.money.163.com/service/chddata.html?code=0603297&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	360	9.628%	18.29sfinish 603309维力医疗 done at 21:25:07 use 18.29s 2019-11-27
603289泰瑞机器 get http://quotes.money.163.com/service/chddata.html?code=0603289&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	361	9.654%	18.38s603288海天味业 get http://quotes.money.163.com/service/chddata.html?code=0603288&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 603303得邦照明 done at 21:25:07 use 18.38s 2019-11-27
603286日盈电子 get http://quotes.money.163.com/service/chddata.html?code=0603286&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	362	9.681%	18.41sfinish 603306华懋科技 done at 21:25:07 use 18.41s 2019-11-27
3739	363	9.708%	18.49sfinish 603297永新光学 done at 21:25:07 use 18.49s 2019-11-27
603283赛腾股份 get http://quotes.money.163.com/service/chddata.html?code=0603283&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	364	9.735%	18.57sfinish 603301振德医疗 done at 21:25:07 use 18.57s 2019-11-27
603279景津环保 get http://quotes.money.163.com/service/chddata.html?code=0603279&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603278大业股份 get http://quotes.money.163.com/service/chddata.html?code=0603278&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603277银都股份 get http://quotes.money.163.com/service/chddata.html?code=0603277&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603269海鸥股份 get http://quotes.money.163.com/service/chddata.html?code=0603269&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	365	9.761%	18.65sfinish 603300华铁应急 done at 21:25:08 use 18.65s 2019-11-27
3739	366	9.788%	18.66sfinish 603289泰瑞机器 done at 21:25:08 use 18.66s 2019-11-27
3739	367	9.815%	18.66sfinish 603298杭叉集团 done at 21:25:08 use 18.66s 2019-11-27
3739	368	9.842%	18.81sfinish 603286日盈电子 done at 21:25:08 use 18.81s 2019-11-27
603268松发股份 get http://quotes.money.163.com/service/chddata.html?code=0603268&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603267鸿远电子 get http://quotes.money.163.com/service/chddata.html?code=0603267&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	369	9.868%	18.88sfinish 603279景津环保 done at 21:25:08 use 18.88s 2019-11-27
3739	370	9.895%	18.92s603266天龙股份 get http://quotes.money.163.com/service/chddata.html?code=0603266&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 603283赛腾股份 done at 21:25:08 use 18.92s 2019-11-27
603259药明康德 get http://quotes.money.163.com/service/chddata.html?code=0603259&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603260合盛硅业 get http://quotes.money.163.com/service/chddata.html?code=0603260&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	371	9.922%	19.03s603258电魂网络 get http://quotes.money.163.com/service/chddata.html?code=0603258&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 603277银都股份 done at 21:25:08 use 19.03s 2019-11-27
3739	372	9.949%	19.04sfinish 603278大业股份 done at 21:25:08 use 19.04s 2019-11-27
3739	373	9.975%	19.05sfinish 603269海鸥股份 done at 21:25:08 use 19.05s 2019-11-27
603256宏和科技 get http://quotes.money.163.com/service/chddata.html?code=0603256&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	374	10.00%	19.07sfinish 603267鸿远电子 done at 21:25:08 use 19.07s 2019-11-27
3739	375	10.02%	19.15sfinish 603268松发股份 done at 21:25:08 use 19.15s 2019-11-27
603239浙江仙通 get http://quotes.money.163.com/service/chddata.html?code=0603239&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	376	10.05%	19.25s603238诺邦股份 get http://quotes.money.163.com/service/chddata.html?code=0603238&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603236移远通信 get http://quotes.money.163.com/service/chddata.html?code=0603236&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 603256宏和科技 done at 21:25:08 use 19.25s 2019-11-27
603233大参林 get http://quotes.money.163.com/service/chddata.html?code=0603233&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603229奥翔药业 get http://quotes.money.163.com/service/chddata.html?code=0603229&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603228景旺电子 get http://quotes.money.163.com/service/chddata.html?code=0603228&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603232格尔软件 get http://quotes.money.163.com/service/chddata.html?code=0603232&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	377	10.08%	19.40s603227雪峰科技 get http://quotes.money.163.com/service/chddata.html?code=0603227&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 603259药明康德 done at 21:25:08 use 19.40s 2019-11-27
3739	378	10.10%	19.41sfinish 603260合盛硅业 done at 21:25:08 use 19.41s 2019-11-27
3739	379	10.13%	19.41sfinish 603266天龙股份 done at 21:25:08 use 19.41s 2019-11-27
3739	380	10.16%	19.44sfinish 603299苏盐井神 done at 21:25:08 use 19.44s 2019-11-27
3739	381	10.18%	19.45sfinish 603288海天味业 done at 21:25:08 use 19.45s 2019-11-27
603226菲林格尔 get http://quotes.money.163.com/service/chddata.html?code=0603226&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603225新凤鸣 get http://quotes.money.163.com/service/chddata.html?code=0603225&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	382	10.21%	19.51sfinish 603258电魂网络 done at 21:25:08 use 19.51s 2019-11-27
3739	383	10.24%	19.52sfinish 603239浙江仙通 done at 21:25:08 use 19.52s 2019-11-27
3739	384	10.27%	19.53sfinish 603236移远通信 done at 21:25:08 use 19.53s 2019-11-27
603223恒通股份 get http://quotes.money.163.com/service/chddata.html?code=0603223&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	385	10.29%	19.59sfinish 603238诺邦股份 done at 21:25:08 use 19.59s 2019-11-27
603222济民制药 get http://quotes.money.163.com/service/chddata.html?code=0603222&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603220中贝通信 get http://quotes.money.163.com/service/chddata.html?code=0603220&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603218日月股份 get http://quotes.money.163.com/service/chddata.html?code=0603218&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603217元利科技 get http://quotes.money.163.com/service/chddata.html?code=0603217&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	386	10.32%	19.79sfinish 603233大参林 done at 21:25:09 use 19.80s 2019-11-27
603203快克股份 get http://quotes.money.163.com/service/chddata.html?code=0603203&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603214爱婴室 get http://quotes.money.163.com/service/chddata.html?code=0603214&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603208江山欧派 get http://quotes.money.163.com/service/chddata.html?code=0603208&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	387	10.35%	19.85sfinish 603232格尔软件 done at 21:25:09 use 19.85s 2019-11-27
3739	388	10.37%	19.86sfinish 603229奥翔药业 done at 21:25:09 use 19.86s 2019-11-27
3739	389	10.40%	19.86sfinish 603228景旺电子 done at 21:25:09 use 19.86s 2019-11-27
3739	390	10.43%	19.88sfinish 603225新凤鸣 done at 21:25:09 use 19.88s 2019-11-27
3739	391	10.45%	19.88sfinish 603226菲林格尔 done at 21:25:09 use 19.88s 2019-11-27
603200上海洗霸 get http://quotes.money.163.com/service/chddata.html?code=0603200&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603199九华旅游 get http://quotes.money.163.com/service/chddata.html?code=0603199&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	392	10.48%	19.96sfinish 603227雪峰科技 done at 21:25:09 use 19.96s 2019-11-27
603198迎驾贡酒 get http://quotes.money.163.com/service/chddata.html?code=0603198&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	393	10.51%	19.97sfinish 603223恒通股份 done at 21:25:09 use 19.97s 2019-11-27
3739	394	10.53%	19.99sfinish 603217元利科技 done at 21:25:09 use 19.99s 2019-11-27
3739	395	10.56%	20.00sfinish 603220中贝通信 done at 21:25:09 use 20.00s 2019-11-27
3739	396	10.59%	20.05sfinish 603222济民制药 done at 21:25:09 use 20.05s 2019-11-27
603197保隆科技 get http://quotes.money.163.com/service/chddata.html?code=0603197&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
603196日播时尚 get http://quotes.money.163.com/service/chddata.html?code=0603196&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
3739	397	10.61%	20.13s603192汇得科技 get http://quotes.money.163.com/service/chddata.html?code=0603192&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
finish 603218日月股份 done at 21:25:09 use 20.13s 2019-11-27
3739	398	10.64%	20.14sfinish 603214爱婴室 done at 21:25:09 use 20.14s 2019-11-27
3739	399	10.67%	20.22s603188st亚邦 get http://quotes.money.163.com/service/chddata.html?code=0603188&start=20080101&end=20191127&fields=TCLOSE;HIGH;LOW;TOPEN;LCLOSE;CHG;PCHG;TURNOVER;VOTURNOVER;VATURNOVER;TCAP;MCAP
